female,61,sixties,demonstrator,university,boat_racing,sea,<=50K
male,62,sixties,dentist,hospital,water-skiing,sea,>100K
male,64,sixties,electrician,street,auto_racing,racing_circuit,>50K<=100K
male,52,fifties,magician,circus,rugby,ballpark,<=50K
female,65,sixties,surgeon,surgery,boat_racing,sea,>100K
male,21,twenties,electrician,office,fishing,river,<=50K
male,28,twenties,window_cleaner,heights,baseball,ballpark,<=50K
female,46,forties,visiting_professor,university,marbles,street,>50K<=100K
male,29,twenties,software_engineer,office,tennis,tennis_court,>50K<=100K
male,39,thirties,electrician,office,boat_racing,sea,<=50K
female,25,twenties,tap_dancer,theatre,gymnastics,gym,<=50K
female,40,forties,lecturer,university,snorkeling,sea,<=50K
male,60,sixties,dentist,surgery,running,cinder_track,>100K
male,62,sixties,dishwasher,tavern,jump_rope,street,<=50K
female,34,thirties,violinist,concert_hall,tennis,tennis_court,<=50K
male,60,sixties,visiting_professor,office,snorkeling,sea,>50K<=100K
male,39,thirties,divorce_lawyer,courtroom,scuba_diving,sea,>50K<=100K
female,24,twenties,esthetician,beauty_salon,golf,golf_course,<=50K
male,67,sixties,divorce_lawyer,courtroom,ice_hockey,skating_rink,>100K
male,66,sixties,tap_dancer,theatre,roller_skating,skating_rink,<=50K
female,35,thirties,divorce_lawyer,office,rock_climbing,wall_rock,>50K<=100K
male,38,thirties,journalist,office,fishing,lake,<=50K
female,69,sixties,choreographer,theatre,chess,cafeteria,<=50K
male,29,twenties,pilot,airport,auto_racing,racing_circuit,>50K<=100K
male,67,sixties,post_doc,university,american_football,football_field,>50K<=100K
female,35,thirties,optometrist,surgery,golf,golf_course,>50K<=100K
female,56,fifties,lecturer,university,darts,bar,<=50K
male,44,forties,surgeon,hospital,snorkeling,cave,>100K
male,62,sixties,massager,massage_parlor,horse_racing,hippodrome,>50K<=100K
female,34,thirties,music_teacher,school,auto_racing,racing_circuit,<=50K
male,68,sixties,optometrist,surgery,chess,coffee_shop,>100K
male,48,forties,veterinarian,hospital,bingo,casino,>50K<=100K
male,40,forties,post_doc,university,table_tennis,gym,<=50K
male,30,thirties,dentist,surgery,roller_skating,skating_rink,>100K
male,39,thirties,cardiologist,surgery,ice_skating,skating_rink,>100K
female,29,twenties,decorator,house,basketball,basketball_court,<=50K
male,45,forties,mime,theatre,table_tennis,gym,<=50K
male,43,forties,opera_star,concert_hall,gymnastics,gym,>50K<=100K
male,67,sixties,graphic_designer,office,dancing,ballroom,<=50K
male,31,thirties,breeder,farm,marbles,park,<=50K
male,25,twenties,violinist,concert_hall,boat_racing,sea,>50K<=100K
female,23,twenties,demonstrator,university,basketball,basketball_court,<=50K
male,43,forties,movie_actor,location,fishing,lake,>50K<=100K
male,67,sixties,software_engineer,office,wrestling,wrestling_ring,>100K
male,22,twenties,software_engineer,office,jump_rope,street,>50K<=100K
male,44,forties,window_cleaner,heights,surfing,sea,<=50K
male,66,sixties,public_defender,office,american_football,football_field,>50K<=100K
male,41,forties,software_engineer,office,auto_racing,racing_circuit,>50K<=100K
male,34,thirties,physicist,science_lab,ice_skating,skating_rink,>50K<=100K
female,43,forties,massager,massage_parlor,marbles,park,>50K<=100K
