male,21,twenties,veterinarian,farm,ice_hockey,skating_rink,>50K<=100K
female,67,sixties,street_cleaner,street,snorkeling,sea,<=50K
male,29,twenties,window_cleaner,heights,roller_skating,skating_rink,<=50K
female,25,twenties,street_cleaner,street,ice_hockey,skating_rink,<=50K
female,24,twenties,software_engineer,office,billiards,pub,>50K<=100K
female,45,forties,architect,architecture,scuba_diving,sea,>50K<=100K
male,42,forties,basketball_coach,court,chess,cafeteria,<=50K
male,34,thirties,dentist,surgery,table_tennis,gym,>100K
female,73,seventies,beekeeper,farm,water-skiing,sea,<=50K
female,74,seventies,window_cleaner,heights,judo,gym,<=50K
male,52,fifties,software_engineer,office,surfing,sea,>50K<=100K
male,36,thirties,beekeeper,countryside,table_tennis,gym,<=50K
female,32,thirties,baseball_coach,court,roller_skating,skating_rink,<=50K
female,62,sixties,pharmacist,pharmacy,boxing,boxing_ring,>100K
male,38,thirties,breeder,countryside,chess,cafeteria,<=50K
male,63,sixties,composer,studio,marbles,street,>50K<=100K
female,64,sixties,sculptor,studio,fishing,river,>50K<=100K
female,70,seventies,veterinarian,hospital,american_football,football_field,>50K<=100K
male,51,fifties,criminologist,courtroom,darts,pub,>50K<=100K
male,73,seventies,physicist,science_lab,american_football,ballpark,>100K
female,28,twenties,school_principal,school,volleyball,volleyball_court,>50K<=100K
female,37,thirties,dentist,surgery,bicycling,park,>100K
male,69,sixties,composer,house,golf,golf_course,>50K<=100K
male,45,forties,tamer,circus,bingo,casino,<=50K
male,47,forties,advocate,office,boat_racing,sea,>100K
male,52,fifties,surgeon,hospital,dancing,ballroom,>100K
male,74,seventies,massager,massage_parlor,horse_racing,hippodrome,>50K<=100K
male,44,forties,basketball_coach,court,auto_racing,racing_circuit,<=50K
female,73,seventies,beekeeper,countryside,judo,gym,<=50K
female,22,twenties,assistant_professor,university,fishing,river,>50K<=100K
male,43,forties,public_defender,courtroom,hunting,forest,>50K<=100K
male,55,fifties,school_principal,school,gymnastics,gym,>50K<=100K
male,51,fifties,architect,office,volleyball,volleyball_court,>50K<=100K
male,37,thirties,public_defender,office,horse_racing,hippodrome,>50K<=100K
female,21,twenties,movie_actor,location,marbles,street,>50K<=100K
female,57,fifties,tap_dancer,theatre,billiards,pub,<=50K
female,71,seventies,veterinarian,farm,golf,golf_course,>50K<=100K
male,39,thirties,surgeon,surgery,dancing,ballroom,>100K
female,29,twenties,street_cleaner,street,basketball,basketball_court,<=50K
male,44,forties,ballet_dancer,theatre,judo,gym,<=50K
female,35,thirties,esthetician,beauty_salon,basketball,basketball_court,<=50K
female,48,forties,veterinarian,farm,dominoes,pub,>50K<=100K
female,62,sixties,baseball_coach,court,basketball,basketball_court,>50K<=100K
male,25,twenties,agriculturist,countryside,american_football,football_field,<=50K
male,41,forties,visiting_professor,university,dancing,ballroom,>50K<=100K
female,51,fifties,optometrist,surgery,hurling,ballpark,>100K
male,44,forties,public_defender,courtroom,boxing,boxing_ring,>50K<=100K
male,70,seventies,architect,architecture,american_football,ballpark,>50K<=100K
male,38,thirties,physicist,science_lab,auto_racing,racing_circuit,>50K<=100K
