female,67,sixties,massager,massage_parlor,billiards,pub,>50K<=100K
female,35,thirties,esthetician,beauty_salon,volleyball,volleyball_court,<=50K
female,26,twenties,pediatrician,hospital,rock_climbing,wall_rock,>100K
female,25,twenties,school_principal,school,table_tennis,park,>50K<=100K
female,73,seventies,choreographer,theatre,judo,gym,<=50K
male,33,thirties,miner,mine,wrestling,wrestling_ring,>50K<=100K
male,48,forties,magician,theatre,chess,cafeteria,<=50K
male,60,sixties,chiropractor,surgery,scuba_diving,sea,>50K<=100K
male,28,twenties,pediatrician,surgery,golf,golf_course,>100K
male,26,twenties,physicist,science_lab,darts,pub,>50K<=100K
female,65,sixties,clinical_psychologist,surgery,gymnastics,gym,>50K<=100K
male,33,thirties,electrician,office,horse_racing,hippodrome,<=50K
female,62,sixties,associate_professor,university,gymnastics,gym,>50K<=100K
female,74,seventies,chiropractor,surgery,basketball,basketball_court,>50K<=100K
female,40,forties,associate_professor,university,ice_hockey,skating_rink,>50K<=100K
female,29,twenties,demonstrator,university,boxing,boxing_ring,<=50K
male,28,twenties,sculptor,studio,water-skiing,sea,<=50K
female,61,sixties,lecturer,university,dancing,ballroom,>50K<=100K
female,38,thirties,divorce_lawyer,office,boxing,boxing_ring,>50K<=100K
female,24,twenties,miner,mine,rugby,ballpark,<=50K
male,50,fifties,basketball_coach,court,dancing,ballroom,<=50K
male,37,thirties,opera_star,concert_hall,billiards,pub,>50K<=100K
female,70,seventies,chemist,school,judo,gym,>50K<=100K
male,61,sixties,math_teacher,school,tennis,tennis_court,<=50K
female,41,forties,movie_actor,location,boxing,boxing_ring,>50K<=100K
male,61,sixties,physicist,science_lab,tennis,tennis_court,>100K
female,30,thirties,nurse,surgery,hunting,forest,>50K<=100K
female,49,forties,decorator,office,american_football,ballpark,>50K<=100K
male,55,fifties,public_defender,office,scuba_diving,sea,>50K<=100K
male,25,twenties,tamer,circus,ice_skating,skating_rink,<=50K
male,44,forties,opera_star,theatre,fishing,lake,>50K<=100K
female,42,forties,magician,theatre,hunting,forest,<=50K
female,73,seventies,massager,massage_parlor,chess,cafeteria,>50K<=100K
female,62,sixties,veterinarian,farm,surfing,sea,>50K<=100K
male,71,seventies,school_principal,school,dancing,ballroom,>50K<=100K
male,21,twenties,copilot,airport,bingo,casino,>50K<=100K
female,28,twenties,journalist,office,bowling,amusement_park,<=50K
female,47,forties,massager,massage_parlor,marbles,park,>50K<=100K
male,63,sixties,dentist,surgery,judo,gym,>100K
male,72,seventies,tamer,circus,gymnastics,gym,<=50K
female,70,seventies,post_doc,university,water-skiing,lake,>50K<=100K
female,73,seventies,massager,massage_parlor,boat_racing,sea,>50K<=100K
male,56,fifties,opera_star,concert_hall,bingo,casino,>50K<=100K
male,39,thirties,nutritionist,surgery,ice_skating,skating_rink,<=50K
female,51,fifties,esthetician,beauty_salon,wrestling,wrestling_ring,<=50K
male,45,forties,street_cleaner,street,billiards,pub,<=50K
female,45,forties,optometrist,hospital,darts,bar,>100K
female,51,fifties,divorce_lawyer,courtroom,baseball,ballpark,>50K<=100K
male,30,thirties,miner,mine,billiards,bar,>50K<=100K
male,59,fifties,chiropractor,hospital,swimming,river,>50K<=100K
male,74,seventies,nurse,hospital,gymnastics,gym,>50K<=100K
male,53,fifties,demonstrator,university,auto_racing,racing_circuit,<=50K
male,30,thirties,magician,theatre,judo,gym,<=50K
male,46,forties,divorce_lawyer,office,bingo,casino,>50K<=100K
male,54,fifties,basketball_coach,gym,basketball,basketball_court,<=50K
female,24,twenties,mime,street,rock_climbing,wall_rock,<=50K
male,39,thirties,physicist,science_lab,basketball,basketball_court,>50K<=100K
male,59,fifties,physicist,science_lab,squash,squash_court,>100K
male,28,twenties,graphic_designer,office,jump_rope,street,<=50K
male,29,twenties,math_teacher,school,jump_rope,street,<=50K
male,25,twenties,surgeon,surgery,ice_skating,skating_rink,>100K
male,65,sixties,agriculturist,countryside,surfing,sea,<=50K
male,52,fifties,architect,office,gymnastics,gym,>50K<=100K
female,53,fifties,assistant_professor,university,boxing,boxing_ring,>50K<=100K
male,71,seventies,mime,street,wrestling,wrestling_ring,<=50K
male,72,seventies,optometrist,hospital,roller_skating,skating_rink,>100K
female,48,forties,software_engineer,office,table_tennis,park,>50K<=100K
male,74,seventies,physicist,science_lab,water-skiing,lake,>100K
female,31,thirties,pianist,concert_hall,golf,golf_course,<=50K
female,36,thirties,lecturer,university,surfing,sea,<=50K
female,60,sixties,choreographer,theatre,hurling,ballpark,<=50K
male,60,sixties,pharmacist,pharmacy,rock_climbing,wall_rock,>100K
male,34,thirties,school_principal,school,auto_racing,racing_circuit,>50K<=100K
female,22,twenties,esthetician,beauty_salon,golf,golf_course,<=50K
male,44,forties,electrician,street,surfing,sea,>50K<=100K
male,75,seventies,beekeeper,farm,surfing,sea,<=50K
