female,23,twenties,associate_professor,university,hurling,ballpark,low
female,31,thirties,journalist,office,table_tennis,gym,low
male,44,forties,associate_professor,university,billiards,pub,low
male,26,twenties,choreographer,theatre,darts,bar,low
female,29,twenties,associate_professor,university,ice_skating,skating_rink,low
male,22,twenties,clinical_psychologist,hospital,basketball,basketball_court,low
female,63,sixties,visiting_professor,university,baseball,ballpark,low
male,47,forties,public_defender,courtroom,jump_rope,park,low
male,61,sixties,divorce_lawyer,office,bingo,casino,low
female,62,sixties,movie_actor,location,horse_racing,hippodrome,high
male,66,sixties,taster,restaurant,hunting,forest,low
male,60,sixties,surgeon,hospital,rugby,ballpark,medium
male,55,fifties,dishwasher,tavern,ice_hockey,skating_rink,medium
male,58,fifties,software_engineer,office,rugby,ballpark,medium
male,40,forties,architect,architecture,dominoes,pub,low
male,34,thirties,visiting_professor,university,fishing,lake,low
female,72,seventies,pharmacist,pharmacy,billiards,pub,low
female,75,seventies,choreographer,theatre,marbles,park,low
female,56,fifties,baseball_coach,gym,billiards,pub,low
female,39,thirties,nurse,surgery,gymnastics,gym,low
male,61,sixties,civil_engineer,office,roller_skating,skating_rink,high
female,40,forties,general_practitioner,hospital,dancing,ballroom,low
male,56,fifties,veterinarian,hospital,boat_racing,sea,high
female,26,twenties,violinist,theatre,marbles,street,low
female,58,fifties,graphic_designer,office,hunting,forest,low
male,47,forties,electrician,office,hunting,forest,high
female,25,twenties,violinist,concert_hall,baseball,ballpark,low
male,63,sixties,mime,circus,hurling,ballpark,high
male,73,seventies,lecturer,university,judo,gym,low
female,26,twenties,lecturer,university,baseball,ballpark,low
female,43,forties,graphic_designer,office,marbles,street,low
male,57,fifties,demonstrator,university,boat_racing,sea,medium
male,44,forties,taster,restaurant,fishing,lake,low
female,70,seventies,decorator,office,basketball,basketball_court,low
female,42,forties,beekeeper,farm,ice_skating,skating_rink,medium
male,37,thirties,miner,mine,boxing,boxing_ring,high
male,66,sixties,architect,architecture,snorkeling,cave,medium
female,47,forties,street_cleaner,street,horse_racing,hippodrome,high
male,67,sixties,cardiologist,hospital,table_tennis,gym,low
female,45,forties,nurse,hospital,horse_racing,hippodrome,medium
female,47,forties,esthetician,beauty_salon,table_tennis,park,low
male,21,twenties,window_cleaner,heights,fishing,sea,medium
female,56,fifties,basketball_coach,gym,horse_racing,hippodrome,medium
male,38,thirties,opera_star,concert_hall,roller_skating,skating_rink,low
male,49,forties,chemist,school,surfing,sea,low
female,59,fifties,music_teacher,school,bicycling,park,low
male,62,sixties,demonstrator,university,auto_racing,racing_circuit,medium
female,22,twenties,tap_dancer,theatre,snorkeling,sea,low
male,63,sixties,general_practitioner,surgery,roller_skating,skating_rink,low
male,38,thirties,music_teacher,school,snorkeling,cave,low
female,35,thirties,chemist,school,running,gym,low
male,57,fifties,pharmacist,pharmacy,boxing,boxing_ring,low
female,29,twenties,journalist,office,squash,squash_court,low
female,58,fifties,choreographer,theatre,judo,gym,low
female,75,seventies,magician,circus,swimming,lake,medium
female,65,sixties,software_engineer,office,snorkeling,sea,low
female,64,sixties,lecturer,university,roller_skating,skating_rink,low
male,23,twenties,copilot,sky,bowling,amusement_park,high
male,75,seventies,math_teacher,school,auto_racing,racing_circuit,medium
male,44,forties,advocate,office,water-skiing,sea,low
female,72,seventies,street_cleaner,street,bingo,casino,high
