female,57,fifties,veterinarian,farm,basketball,basketball_court,>50K<=100K
male,33,thirties,pharmacist,pharmacy,dancing,ballroom,>100K
female,69,sixties,nutritionist,surgery,hurling,ballpark,<=50K
male,51,fifties,movie_actor,location,scuba_diving,sea,>50K<=100K
male,28,twenties,civil_engineer,office,fishing,sea,>50K<=100K
female,71,seventies,advocate,courtroom,volleyball,volleyball_court,>100K
female,63,sixties,criminologist,office,rugby,ballpark,>50K<=100K
male,38,thirties,pilot,sky,hunting,jungle,>50K<=100K
female,72,seventies,assistant_professor,university,boxing,boxing_ring,>50K<=100K
female,55,fifties,optometrist,hospital,marbles,street,>100K
female,46,forties,demonstrator,university,wrestling,wrestling_ring,<=50K
male,59,fifties,math_teacher,school,boat_racing,sea,<=50K
male,61,sixties,beekeeper,countryside,hurling,ballpark,<=50K
male,69,sixties,software_engineer,office,water-skiing,sea,>100K
male,70,seventies,chiropractor,surgery,roller_skating,skating_rink,>50K<=100K
male,44,forties,mime,street,wrestling,wrestling_ring,<=50K
male,52,fifties,visiting_professor,office,snorkeling,sea,>50K<=100K
female,39,thirties,tap_dancer,theatre,running,gym,<=50K
male,34,thirties,pianist,concert_hall,squash,squash_court,<=50K
male,62,sixties,chiropractor,hospital,scuba_diving,sea,>50K<=100K
male,34,thirties,music_teacher,school,jump_rope,street,<=50K
male,59,fifties,composer,house,billiards,bar,>50K<=100K
male,54,fifties,associate_professor,university,hunting,forest,>50K<=100K
male,27,twenties,composer,house,boat_racing,sea,<=50K
female,31,thirties,divorce_lawyer,courtroom,ice_hockey,skating_rink,>50K<=100K
male,59,fifties,post_doc,university,rock_climbing,wall_rock,<=50K
female,69,sixties,esthetician,beauty_salon,volleyball,volleyball_court,<=50K
male,28,twenties,clinical_psychologist,hospital,swimming,swimming_pool,>50K<=100K
male,31,thirties,magician,circus,hurling,ballpark,<=50K
male,47,forties,dentist,hospital,dominoes,bar,>100K
female,61,sixties,ballet_dancer,theatre,fishing,river,<=50K
female,49,forties,window_cleaner,heights,surfing,sea,<=50K
female,66,sixties,esthetician,beauty_salon,judo,gym,<=50K
female,49,forties,choreographer,theatre,tennis,tennis_court,<=50K
female,52,fifties,ballet_dancer,theatre,golf,golf_course,<=50K
female,24,twenties,graphic_designer,office,roller_skating,skating_rink,<=50K
female,41,forties,criminologist,office,baseball,ballpark,>50K<=100K
male,72,seventies,lecturer,university,wrestling,wrestling_ring,>50K<=100K
male,53,fifties,sculptor,studio,gymnastics,gym,<=50K
male,42,forties,baseball_coach,court,water-skiing,sea,<=50K
male,41,forties,journalist,office,volleyball,volleyball_court,>50K<=100K
male,33,thirties,dishwasher,tavern,boxing,boxing_ring,<=50K
female,31,thirties,advocate,courtroom,american_football,ballpark,>50K<=100K
female,75,seventies,associate_professor,university,roller_skating,skating_rink,>50K<=100K
female,24,twenties,ballet_dancer,theatre,running,gym,<=50K
female,43,forties,ballet_dancer,school,table_tennis,park,<=50K
female,31,thirties,demonstrator,university,running,gym,<=50K
male,22,twenties,journalist,office,baseball,ballpark,<=50K
male,30,thirties,pilot,airport,snorkeling,sea,>50K<=100K
male,43,forties,pianist,concert_hall,boat_racing,sea,<=50K
male,58,fifties,beekeeper,countryside,bingo,casino,<=50K
male,65,sixties,nutritionist,hospital,running,cinder_track,<=50K
female,58,fifties,divorce_lawyer,office,darts,pub,>50K<=100K
female,66,sixties,advocate,office,auto_racing,racing_circuit,>100K
male,45,forties,pianist,concert_hall,running,cinder_track,<=50K
female,75,seventies,criminologist,office,ice_hockey,skating_rink,>50K<=100K
female,45,forties,demonstrator,university,wrestling,wrestling_ring,<=50K
female,44,forties,esthetician,beauty_salon,dancing,ballroom,<=50K
male,43,forties,lecturer,university,golf,golf_course,<=50K
male,38,thirties,pharmacist,pharmacy,roller_skating,skating_rink,>100K
female,34,thirties,general_practitioner,hospital,tennis,tennis_court,>100K
female,65,sixties,tap_dancer,theatre,squash,squash_court,<=50K
male,67,sixties,baseball_coach,court,jump_rope,street,>50K<=100K
male,22,twenties,lecturer,university,surfing,sea,<=50K
female,61,sixties,nutritionist,hospital,marbles,street,<=50K
female,39,thirties,nurse,hospital,bowling,amusement_park,>50K<=100K
male,49,forties,math_teacher,school,bicycling,street,<=50K
male,66,sixties,pilot,airport,auto_racing,racing_circuit,>100K
male,64,sixties,opera_star,concert_hall,running,gym,>50K<=100K
female,52,fifties,visiting_professor,office,hurling,ballpark,>50K<=100K
female,70,seventies,surgeon,surgery,table_tennis,gym,>100K
male,38,thirties,window_cleaner,heights,tennis,tennis_court,<=50K
male,44,forties,sculptor,studio,darts,pub,<=50K
male,53,fifties,lecturer,university,rock_climbing,wall_rock,<=50K
female,43,forties,surgeon,surgery,table_tennis,park,>100K
female,42,forties,esthetician,beauty_salon,table_tennis,park,<=50K
male,28,twenties,demonstrator,university,boxing,boxing_ring,<=50K
female,75,seventies,associate_professor,university,squash,squash_court,>50K<=100K
male,50,fifties,electrician,street,basketball,basketball_court,>50K<=100K
female,22,twenties,massager,massage_parlor,horse_racing,hippodrome,<=50K
male,59,fifties,dentist,hospital,table_tennis,park,>100K
male,68,sixties,street_cleaner,street,table_tennis,park,<=50K
male,57,fifties,basketball_coach,court,rock_climbing,wall_rock,<=50K
male,67,sixties,dentist,surgery,scuba_diving,sea,>100K
female,34,thirties,demonstrator,university,soccer,ballpark,<=50K
female,50,fifties,math_teacher,school,gymnastics,gym,<=50K
male,33,thirties,baseball_coach,gym,billiards,pub,<=50K
male,65,sixties,mime,street,chess,cafeteria,<=50K
male,47,forties,composer,school,gymnastics,gym,>50K<=100K
male,39,thirties,basketball_coach,gym,american_football,ballpark,<=50K
female,46,forties,decorator,office,volleyball,volleyball_court,>50K<=100K
female,49,forties,pianist,theatre,swimming,lake,<=50K
male,59,fifties,copilot,sky,hurling,ballpark,>100K
male,26,twenties,electrician,house,ice_skating,skating_rink,<=50K
male,57,fifties,breeder,farm,boxing,boxing_ring,<=50K
male,55,fifties,dentist,surgery,horse_racing,hippodrome,>100K
male,64,sixties,assistant_professor,university,tennis,tennis_court,>50K<=100K
male,25,twenties,copilot,sky,tennis,tennis_court,>50K<=100K
female,44,forties,nutritionist,surgery,american_football,ballpark,<=50K
male,71,seventies,pharmacist,pharmacy,snorkeling,sea,>100K
female,47,forties,agriculturist,farm,baseball,ballpark,<=50K
female,72,seventies,choreographer,theatre,rock_climbing,wall_rock,<=50K
male,68,sixties,tap_dancer,theatre,horse_racing,hippodrome,<=50K
female,28,twenties,journalist,office,hurling,ballpark,<=50K
male,62,sixties,assistant_professor,university,judo,gym,>50K<=100K
female,37,thirties,pediatrician,hospital,soccer,ballpark,>100K
female,59,fifties,journalist,office,jump_rope,street,>50K<=100K
male,45,forties,agriculturist,farm,darts,pub,<=50K
female,69,sixties,advocate,courtroom,scuba_diving,sea,>100K
male,24,twenties,post_doc,university,ice_skating,skating_rink,<=50K
male,48,forties,opera_star,concert_hall,surfing,sea,>50K<=100K
female,49,forties,surgeon,hospital,swimming,sea,>100K
male,65,sixties,magician,theatre,auto_racing,racing_circuit,<=50K
female,50,fifties,music_teacher,school,horse_racing,hippodrome,<=50K
male,56,fifties,massager,massage_parlor,bingo,casino,>50K<=100K
male,68,sixties,agriculturist,countryside,rock_climbing,wall_rock,<=50K
female,34,thirties,optometrist,hospital,dancing,ballroom,>50K<=100K
female,51,fifties,advocate,courtroom,baseball,ballpark,>100K
female,27,twenties,pianist,theatre,boxing,boxing_ring,>50K<=100K
male,24,twenties,tamer,zoo,fishing,river,<=50K
male,53,fifties,basketball_coach,court,squash,squash_court,<=50K
male,33,thirties,divorce_lawyer,office,tennis,tennis_court,>50K<=100K
male,64,sixties,music_teacher,school,fishing,lake,>50K<=100K
male,47,forties,breeder,countryside,tennis,tennis_court,<=50K
female,30,thirties,taster,restaurant,swimming,sea,>50K<=100K
female,31,thirties,optometrist,hospital,tennis,tennis_court,>50K<=100K
male,38,thirties,divorce_lawyer,office,bowling,amusement_park,>50K<=100K
male,37,thirties,magician,circus,dominoes,bar,<=50K
male,60,sixties,mime,circus,jump_rope,park,<=50K
female,45,forties,pediatrician,surgery,hunting,forest,>100K
male,31,thirties,basketball_coach,court,dominoes,pub,<=50K
male,68,sixties,visiting_professor,university,roller_skating,skating_rink,>50K<=100K
female,60,sixties,dishwasher,restaurant,running,gym,<=50K
male,37,thirties,pianist,theatre,boat_racing,sea,<=50K
